"item_name","description","item_quantity","station_name","receiving_date","receiving_time"
"BAG WITH","CLOTHES,ADAPTER,BANK PASSBOOK,PAN ,VOTER ID, DL OF PRABHAT KUMAR","1","NEW DELHI (Yellow & Airport Line)","23/12/2023","08:30:00"
"POWER BANK PHILIPS","","1","ARJAN GARH","23/12/2023","19:00:00"
"PURSE","WITH CASH VOTER ID OF SHAKIB AALAM KHAN","1","MOHAN NAGAR","23/12/2023","11:40:00"
"RING","SILVER COLOR RING","1350","DABRI MOR - JANAKPURI SOUTH","23/12/2023","13:50:00"
"BAG","BLUE BAG WITH PANT","1","UTTAM NAGAR EAST","23/12/2023","16:00:00"
"BAG","BLACK BAG WITH CLOTHS,SHEET HOLDER","1","JANAKPURI EAST","23/12/2023","20:55:00"
"HELMET","BLACK HERO HELMET","1","TILAK NAGAR","23/12/2023","20:25:00"
"SPEAKER","BLUETOOTH SPEAKER","1","SECTOR - 52 NOIDA","23/12/2023","16:00:00"
"BAG","RAIN COAT,GLOVES,SHAWL & AADHAR OF GAURAV","1","SAMAYPUR BADLI","22/12/2023","19:00:00"
"BLUE  BAG WITH","JEANS,STALL,TOWEL & CAP","1","SAMAYPUR BADLI","22/12/2023","15:30:00"
"WATER BOTTLE","","1","MILLENNIUM CITY CENTRE GURUGRAM","22/12/2023","12:00:00"
"LAVA MOBILE","","1","NANGLOI","22/12/2023","22:40:00"
"SWEATER & JEANS","","1","SAROJINI NAGAR","22/12/2023","19:00:00"
"POLYBAG WITH","GLOVES,SWEATER,INNER,TOP","1","SAROJINI NAGAR","22/12/2023","18:15:00"
"WATER BOTTLE","","1","ROHINI WEST","22/12/2023","21:00:00"
"CARRYBAG WITH CLOTHE PIECE","","1","ROHINI WEST","22/12/2023","19:20:00"
"UTENSILS","FRYPAN,COOKER,PLATE,SPOON,MUG","1","HAUZ KHAS","22/12/2023","17:50:00"
"BAG WITH","PURSE , OLD CLOTHES, & VIVO MOBILE","1","LAXMI NAGAR","22/12/2023","22:25:00"
"POWER BANK LIX,CHARGER,EARPHONE","","1","AIRPORT (T-3)","22/12/2023","05:35:00"
"BAG","BLACK BAG WITH CLOTHS SANDALS","1","AIRPORT (T-3)","22/12/2023","06:35:00"
"JACKET & BOTTLE","BLUE JACKET,BLACK CELLO BOTTLE","2","MAJLIS PARK","22/12/2023","20:00:00"
"EARPHONE","WIRED EARPHONE","1","DELHI AEROCITY","22/12/2023","17:30:00"
"BAG","BLUE BAG WITH BLANKET, CAP ,MILTON TIFFIN,CHARGER,CREAM","1","DELHI AEROCITY","22/12/2023","15:30:00"
"ADMIT CARD ,MARKSHEET","ADMIT CARD ,MARKSHEET OF ASHPREET SINGH ANAND","1","DWARKA SECTOR - 14","22/12/2023","21:00:00"
"SHIRT","BROWN SHIRT","1","GREEN PARK","22/12/2023","20:20:00"
"POWER BANK","ORAIMA POWER BANK","1","BADKAL MOR","22/12/2023","18:15:00"
"POLY BAG","CLOTH COVER , SLIPPER , WATER BOTTLE","1","KAROL BAGH","21/12/2023","12:00:00"
"SHOE","SPORTS SHOE BLACK & GREY","1","AIRPORT (T-3)","21/12/2023","05:36:00"
"BEDMINTON","","1","RAJA NAHAR SINGH (BALLABHGARH)","21/12/2023","17:15:00"
"BAG WITH MUG,EARPHONE,CLOTHES","","1","AIIMS","21/12/2023","20:13:00"
"UNSTITCHED CLOTHES","","1","DWARKA MOR","21/12/2023","12:22:00"
"CAN","","1","SAMAYPUR BADLI","21/12/2023","23:00:00"
"PURSE WITH AADHAR AND PANCARD OF (ROHIT & SHESHKANT)","","1","CHHATARPUR","21/12/2023","16:00:00"
"BAG","BAG WITH PLASTIC BOTTLE ,CHARGER ADMIT CARD ,BOOK, NOTEBOOK,PERFUME OF","1","RAJIV CHOWK","21/12/2023","21:30:00"
"BAG","RED BAG WITH SHAWL,SHIRT,DIARY OF ABHISHEK SHARMA","1","DWARKA","21/12/2023","16:00:00"
"EAR RING","EAR RING YELLOW COLOR","1","SHAHDARA","21/12/2023","07:25:00"
"BAG WITH LAPTOP , CHARGER,WRIST WATCH, ORNAMENT","","1","RAJIV CHOWK","21/12/2023","07:30:00"
"UMBRELLA","","1","KAROL BAGH","20/12/2023","20:34:00"
"TROLLEY BAG","","1","DILLI HAAT - INA","20/12/2023","13:00:00"
"WATER BOTTLE & KEY","WATER BOTTLE & KEY","1","SHIV VIHAR","20/12/2023","20:30:00"
"TIFFIN BOX","","1","DWARKA MOR","20/12/2023","10:20:00"
"CARRY BAG","WITH BLANKET,BOAT NECKBAND","1","MANSAROVAR PARK","20/12/2023","19:00:00"
"PURSE","PURSE WITH PAN CARD ,AADHAR,DL,BANK CARDS OF ATAL BIHARI GUPTA","1","GURU DRONACHARYA","20/12/2023","21:10:00"
"PERFUME ,T SHIRT","PERFUME ,T SHIRT","2","OKHLA BIRD SANCTUARY","20/12/2023","20:25:00"
"ORNAMENT","","1","MAYAPURI","20/12/2023","12:00:00"
"POLY BAG","CLOTH PIECE , FOOT MAT , TISSUE PAPER","1","JANAKPURI EAST","20/12/2023","13:05:00"
"TOY","","1","AIRPORT (T-3)","20/12/2023","12:31:00"
"PURSE","","1","WELCOME","20/12/2023","16:20:00"
"ORNAMENT","","1","KAROL BAGH","19/12/2023","19:55:00"
"POLYBAG","BLUE LOWER & BLUE TOP","1","LAL QUILA","19/12/2023","21:30:00"
"HAND BAG","HAND BAG WITH PLASTIC TIFFIN 2","1","BARAKHAMBA ROAD","19/12/2023","20:40:00"
"POLYBAG","WOOLLEN CLOTHES","1","SARITA VIHAR","19/12/2023","12:00:00"
"LUNCH BOX","WATER BOTTLE & GLASS BOWL","1","NOIDA ELECTRONIC CITY","19/12/2023","21:30:00"
"BLANKET","","1","NEW DELHI (Yellow & Airport Line)","19/12/2023","17:05:00"
"BAG WITH CLOTHES & CHARGER","","1","RITHALA","19/12/2023","08:45:00"
"EARBUDS","","1","CENTRAL SECRETARIAT","19/12/2023","06:50:00"
"LADIES PURSE","","1","SARAI","19/12/2023","07:15:00"
"LEHENGA","","1","NOIDA ELECTRONIC CITY","19/12/2023","21:40:00"
"BAG","WATER BOTTLE , POWERBANK , WATCH , BELT & DOCUMENTS OF Mr. RAJNIKANT","1","SAMAYPUR BADLI","19/12/2023","12:25:00"
"BAG","","1","MILLENNIUM CITY CENTRE GURUGRAM","19/12/2023","21:00:00"
"LADIES CLOTHES WITH AADHAR OF PRIYANKA & CLOTHES","","1","SAROJINI NAGAR","19/12/2023","00:10:00"
"TIFFIN BOX","","1","GURU DRONACHARYA","18/12/2023","21:15:00"
"BAG","KIDS BAG","2","LAL QUILA","18/12/2023","21:00:00"
"HAND BAG","RED HAND BAG WITH CHAIN, RING, LOCKETS, CASH,COSMETICS","1","MOHAN NAGAR","18/12/2023","15:35:00"
"PURSE","BROWN PURSE WITH VOTER ID, BANK CARDS ,CASH, METRO CARD OF MADHUPARNA GHOSH","1","IFFCO CHOWK","18/12/2023","11:50:00"
"BLANKET & SHEET HOLDER","PINK RED BLANKET,SHEET HOLDER WITH DRAWING","2","NOIDA CITY CENTRE","18/12/2023","12:30:00"
"EARBUDS CASE","BLUE REALME EARBUD CASE ONLY","1","DWARKA SECTOR - 21","18/12/2023","20:45:00"
"EARBUDS","BLACK JLAB EARBUDS WITH CASE","1","GURU DRONACHARYA","18/12/2023","21:10:00"
"SHOES","BLACK SHOE S","1","DWARKA SECTOR - 10","18/12/2023","15:10:00"
"POLY BAG","LADIES DRESS MATERIALS","1","CHANDNI CHOWK","18/12/2023","21:10:00"
"BAG","BLUE BAG WITH CHARGER , SPECTACLES & SHOE SHINER","1","AIRPORT (T-3)","18/12/2023","23:55:00"
"POLYBAG","SHAWL , PLASTIC FOLDER & WATER BOTTLE","1","ROHINI SECTOR - 18, 19","18/12/2023","19:17:00"
"BAG WITH CLOTHES ,PAN CARD OF KAMRAN","","4","LAL QUILA","18/12/2023","21:30:00"
"BAG WITH CLOTHES","","1","SHIVAJI STADIUM","18/12/2023","17:30:00"
"BAG WITH AADHAR , PAN CARD & BANK CARDS OF KULDEEP KUMAR & WATER BOTTLE","","1","KAROL BAGH","18/12/2023","20:00:00"
"EARBUDS","","1","RAJENDRA PLACE","18/12/2023","20:30:00"
"WALLET WITH DL ,PANCARD & AADHAR OF SIDDHARTH MEHTA","","1","RAJOURI GARDEN","18/12/2023","23:57:00"
"JACKET","BLACK COLOUR JACKET","1","LAL QUILA","17/12/2023","21:30:00"
"JHULA","CHILD JHULA","1","NOIDA ELECTRONIC CITY","17/12/2023","20:00:00"
"BAG","BAG WITH 5 NOTE BOOKS","1","AIRPORT (T-3)","17/12/2023","13:25:00"
"AUTO PART","CARBURETTOR","1","KASHMERE GATE","17/12/2023","13:00:00"
"POWER BANK","BOAT POWER BANK","1","KASHMERE GATE","17/12/2023","06:45:00"
"PURSE","PURSE WITH PAN CARD,AADHAR ,BANK CARDS ,CASH OF Md IZHAR","1","SECTOR - 61 NOIDA","17/12/2023","21:40:00"
"PAPER BAG","WITH LADY SHIRT,WIRED EARPHONE ,LIVOM SYRUM","1","JLN STADIUM","17/12/2023","17:30:00"
"POLY BAG","WITH LADIES SWEATER ,CHILD JACKET,APPLE EARBUDS WITH CASE","3","CHANDNI CHOWK","17/12/2023","21:10:00"
"PIPE","WHITE PLASTIC PIPE","1","NOIDA ELECTRONIC CITY","16/12/2023","10:05:00"
"HELMET","ORANGE COLOUR HELMET","1","NOIDA ELECTRONIC CITY","16/12/2023","09:00:00"
"PURSE","BLACK PURSE WITH BANK CARDS AADHAR PAN CARD VOTER ID OF AMITAV BHUYAN","1","AZADPUR","16/12/2023","17:25:00"
"PLASTIC COVER","WITH SITE MAP OF DEEPAK","1","RITHALA","16/12/2023","15:45:00"
"ROPE","ROPE BUNDLES","1","RITHALA","16/12/2023","15:10:00"
"WATCH","TIMEX WATCH","1","ROHINI EAST","16/12/2023","17:30:00"
"PURSE","BLACK PURSE WITH AADHAR METRO CARD CASH OF KHWAISH","1","KALKAJI MANDIR","16/12/2023","17:35:00"
"MUFFLER","MUFFLER","1","PUNJABI BAGH WEST","16/12/2023","12:20:00"
"SLEEPING BAG","GREEN SLEEPING BAG","1","YASHOBHOOMI DWARKA SECTOR  - 25","16/12/2023","17:15:00"
"BAG","BLACK BAG WITH TATTOO ITEMS FLIGHT TICKET COPY OF RAHUL","1","JAMA MASJID","16/12/2023","13:30:00"
"POLY BAG","CLEANING SPRAY,TEMPER GUARDS ,SWEATER,SHOES","1","KAROL BAGH","16/12/2023","04:30:00"
"TRACTOR TOY","TRACTOR TOY","1","LAL QUILA","16/12/2023","22:00:00"
"CARRY BAG","WITH PAPERS PHOTOCOPY OF MITHILESH KUMAR","1","LAL QUILA","16/12/2023","22:00:00"
"CARRY BAG","WITH BLANKET JACKET 3,SWEATER 2","1","AIRPORT (T-3)","16/12/2023","13:10:00"
"LADIES PURSE","PINK LADY PURSE CONTAINING WATCH","1","SHAHDARA","16/12/2023","18:30:00"
"EARBUDS","BLACK NOISE EARBUDS","1","MODEL TOWN","16/12/2023","13:10:00"
"PURSE","BLACK PURSE WITH METRO CARD","1","PANCHSHEEL PARK","15/12/2023","17:30:00"
"WATCH","MALE QUARTZ WATCH","1","UTTAM NAGAR EAST","15/12/2023","12:40:00"
"BOTTLE","BLACK MILTON BOTTLE","1","NOIDA ELECTRONIC CITY","15/12/2023","11:40:00"
"PAPER BOX","KURTI,COMBS","1","NEW DELHI (Yellow & Airport Line)","15/12/2023","00:05:00"
"EARBUDS","BLACK BOAT EARBUDS","1","AZADPUR","15/12/2023","15:40:00"
"BLANKET","RED BLANKET","1","SAMAYPUR BADLI","15/12/2023","08:30:00"
"BAG","BLACK EMPTY BAG","1","RITHALA","15/12/2023","12:45:00"
"T SHIRT","BROWN T SHIRT","1","LAJPAT NAGAR","15/12/2023","21:10:00"
"SWEATER","BROWN SWEATER","1","LAJPAT NAGAR","15/12/2023","21:10:00"
"HELMET","BLACK AGRO HELMET","1","TIS HAZARI","15/12/2023","08:40:00"
"POLY BAG","SWEATER ,DUPATTA ,PURSE ,LOWER,T SHIRT","1","SAROJINI NAGAR","15/12/2023","01:30:00"
"POLY BAG","PANTY,STOCKING CHILD SWEATER","1","SAROJINI NAGAR","15/12/2023","02:10:00"
"EARBUD","GREEN SONY SINGLE EARBUD WITH CASE","1","MOHAN NAGAR","15/12/2023","22:20:00"
"LUNCH BOX","LUNCH BOX WITH 3 BOX & BOTTLE","1","YASHOBHOOMI DWARKA SECTOR  - 25","15/12/2023","15:30:00"
"BOTTLE","STEEL BOTTLE","1","JAMIA MILLIA ISLAMIA","15/12/2023","06:00:00"
"PURSE","PURSE WITH BANK CARDS CASH OF SIDDHANT SAKLANI","1","KASHMERE GATE","15/12/2023","15:30:00"
"HELMET","BLACK HELMET","1","KASHMERE GATE","15/12/2023","12:00:00"
"PLASTIC COVER","WITH AADHAR PAN CARD OF RANJANA","1","KASHMERE GATE","15/12/2023","11:00:00"
"PIANO","PIANO WITH COVER","1","MADIPUR","15/12/2023","14:35:00"
"BAG","BLUE BAG WITH STEEL BOTTLE ,WOOLEN CAP","1","PATEL CHOWK","15/12/2023","21:20:00"
"BOTTLE","BLACK STEEL BOTTLE","1","MILLENNIUM CITY CENTRE GURUGRAM","14/12/2023","21:20:00"
"PURSE","RED YELLOW PURSE WITH METRO CARD ,KEYS","1","JHILMIL","14/12/2023","15:10:00"
"POUCH","BLACK POUCH WITH BANK CARD, METRO CARD, CASH","1","DWARKA SECTOR - 21","14/12/2023","19:55:00"
"BAG","RED BAG WITH CLOTHS AADHAR CARD CASH T SHIRT OF DEEPAK SINGH","1","KAROL BAGH","14/12/2023","13:10:00"
"LUNCH BOX","MILTON ORANGE COLOR LUNCH BOX WITH 3 CONTAINERS","1","DWARKA SECTOR - 9","14/12/2023","20:00:00"
"WATCH","BLACK WATCH","1","AIRPORT (T-3)","14/12/2023","10:00:00"
"WAIST BAG","WAIST BAG WITH CHARGER AADHAR CASH OF HUMERA","1","MAJOR MOHIT SHARMA RAJENDRA NAGAR","14/12/2023","19:10:00"
"POLY BAG","MUFFLER","1","GURU TEG BAHADUR NAGAR","14/12/2023","16:30:00"
"BAG","BLACK BAG WITH CLOTHS","1","GURU TEG BAHADUR NAGAR","14/12/2023","16:25:00"
"POLY BAG","WITH LED INDICATORS,SPECTACLES,BLUE TROUSER,SHAWLS","1","CHANDNI CHOWK","14/12/2023","21:20:00"
"WATER BOTTLE & JACKET","STEEL WATER BOTTLE & JACKET","1","SECTOR - 52 NOIDA","13/12/2023","12:42:00"
"BAG","BLANKET , CLOTHES , SLIPPER","1","CHHATARPUR","13/12/2023","12:20:00"
"POLY BAG","WITH BABY DERSS,SHAWL ,WOOLEN SCARF","1","JAMA MASJID","13/12/2023","10:00:00"
"EARBUD","BLACK SINGLE EARBUD WITH CASE","1","SHAKURPUR","13/12/2023","11:15:00"
"HAND BAG","BROWN HAND BAG WITH VIVO BLACK MOBILE,GLOVES ,BABY CAP,BAY FEEDING BOTTLE ,DATA CABLE","1","MOHAN ESTATE","13/12/2023","11:30:00"
"HAND BAG","BROWN EMPTY HAND BAG","1","YASHOBHOOMI DWARKA SECTOR  - 25","13/12/2023","07:55:00"
"POLY BAG","POLY BAG WITH BLUE T SHIRT ,BLUE SWEATER","1","AZADPUR","13/12/2023","11:45:00"
"LIFE JACKET","YELLOW LIFE JACKET","1","DELHI AEROCITY","13/12/2023","17:00:00"
"RACK","DVR RACK","1","KASHMERE GATE","13/12/2023","10:30:00"
"TROLLEY BAG","YELLOW TROLLEY BAG WITH CLOTHS, SOAP, DEO,FACE WASH","1","AIRPORT (T-3)","13/12/2023","03:30:00"
"MOBILE","BLACK I-PHONE","1","SULTANPUR","12/12/2023","23:10:00"
"WATER BOTTLE","STEEL WATER BOTTLE","1","MANDAWALI - WEST VINOD NAGAR","12/12/2023","13:30:00"
"LUNCH BOX","BLUE & RED LUNCH BOX","1","RAJIV CHOWK","12/12/2023","21:12:00"
"PAPER BAG","1 JEANS & 1 SWEATER","1","SAMAYPUR BADLI","12/12/2023","10:30:00"
"BLUE BAG","BEDSHEET & 2 PAIR SHOE","1","SAMAYPUR BADLI","12/12/2023","13:30:00"
"METRO CARD","METRO CARD","1","KASHMERE GATE","12/12/2023","09:40:00"
"PEN DRIVE & SD CARD","HP PEN DRIVE ,SD CARDS","2","SHIVAJI STADIUM","12/12/2023","21:20:00"
"UMBRELLA ,BOTTLE","BLACK BOTTLE ,WHITE STEEL BOTTLE","2","MILLENNIUM CITY CENTRE GURUGRAM","12/12/2023","21:20:00"
"CARRY BAG","CARRY BAG WITH MUFFLER ,CAP ,SHAWL,SHOES","1","ROHINI EAST","12/12/2023","18:30:00"
"POLY BAG","MULTICOLOR SOCKS & RUBBER BAND","1","LAL QUILA","12/12/2023","23:40:00"
"WATCH","RAGA TITAN WATCH","1","IFFCO CHOWK","12/12/2023","21:20:00"
"POLY BAG","OLD CLOTHES , SLIPPER , PLASTIC MIXER OUTER PART","1","NEW DELHI (Yellow & Airport Line)","11/12/2023","20:40:00"
"HELMET","BLACK HELMET","1","DWARKA SECTOR - 21","11/12/2023","21:00:00"
"TROLLEY BAG","RED TROLLEY BAG WITH HAND BAG CLOTHS OF ANKUSH","1","KASHMERE GATE","11/12/2023","21:40:00"
"SLING BAG","BEADS BRACELET AND CASH","1","NIRMAN VIHAR","11/12/2023","00:44:00"
"BLACK PURSE","KEYS , ATM CARD OF SHRUTI VERMA","1","NOIDA SECTOR-18","11/12/2023","20:00:00"
"BAG","BLUE BAG WITH VIVO ADOPTER,BOOK,NOTE BOOK JEANS ,JACKETS,LOWER","1","YASHOBHOOMI DWARKA SECTOR  - 25","11/12/2023","08:15:00"
"EARBUDS","WHITE GREY BOULT EARBUDS","1","NETAJI SUBHASH PLACE","11/12/2023","20:20:00"
"CARRY BAG","SHREELEATHER CARRY BAG WITH TOWEL ,BLACK SHOES,SHAWL","1","DWARKA SECTOR - 8","11/12/2023","11:30:00"
"BAG","LADIES PANT BLACK , HAIR CLIP , BLUE CHILD PANT & T-SHIRT","1","SAROJINI NAGAR","10/12/2023","00:30:00"
"POLYBAG","KURTA PAYJAMA & 2 SHAWLS","1","LAL QUILA","10/12/2023","22:30:00"
"POLY BAG","BLACK & PINK LOWER , SWEATSHIRT & LADIES PURSE","1","JAMA MASJID","10/12/2023","20:01:00"
"MOBILE","RED INFOCUS BRAND MOBILE","1","GURU DRONACHARYA","10/12/2023","23:10:00"
"WATCH","LADIES GOLDEN COLOUR WATCH OF SHARP BRAND","1","SHAKURPUR","10/12/2023","21:00:00"
"POLY BAG","WHITE POLY BAG WITH PETTICOAT,SHAWL ,SLIPPERS","1","CHANDNI CHOWK","10/12/2023","21:30:00"
"MOBILE","PURPLE COLOUR MOBILE","1","BADKAL MOR","10/12/2023","16:20:00"
"CISTERN","HINDUSTAN FLUSHING CISTERN","3","NOIDA ELECTRONIC CITY","09/12/2023","18:00:00"
"BOTTLE","STEEL BOTTLE","1","MILLENNIUM CITY CENTRE GURUGRAM","09/12/2023","20:15:00"
"CARRY BAG","MUSIC SYSTEM ,VEHICLE MIRROR","1","DWARKA SECTOR - 21","09/12/2023","19:00:00"
"LUNCH BOX","OLIVEWARE LUNCH BOX WITH 2 CONTAINER,1 BOTTLE","1","DWARKA SECTOR - 21","09/12/2023","17:30:00"
"BAG","HAND BAG WITH OLD CLOTHS","1","DWARKA SECTOR - 21","09/12/2023","15:30:00"
"HELMET","BLACK STUDDS HELMET","1","DWARKA SECTOR - 21","09/12/2023","21:00:00"
"POLY BAG","CONTAINS LADIES SWEATER ,PHOTO FRAME,PHOTO","1","PREET VIHAR","09/12/2023","23:50:00"
"BAG","BLUE BAG WITH OPPO NECK BAND,CHARGER,CLOTHS, BANK CARDS,PAN CARD,AADHAR CARD PURSE WITH CASH OF SAURAV KUMAR","1","ANAND VIHAR ISBT","09/12/2023","12:10:00"
"BAG","PINK BAG WITH STEEL TIFFIN-2 ,PLASTIC TIFFIN -1 ,PLASTIC BOTTLE ,CASH","1","ANAND VIHAR ISBT","09/12/2023","18:10:00"
"SAREE","BLUE SAREE","1","MOTI NAGAR","09/12/2023","11:00:00"
"LUNCH BAG","BLUE LUNCH BAG WITH STEEL BOTTLE,BLACK PTRON SINGLE EARBUD WITH CASE","1","NAWADA","09/12/2023","12:20:00"
"METRO CARD","DELHI METRO CARD","1","NEW DELHI (Yellow & Airport Line)","09/12/2023","00:15:00"
"BLACK BAG","BLUE OLD SHOE, OLD CLOTHES","1","NEW DELHI (Yellow & Airport Line)","09/12/2023","13:10:00"
"DOCUMENT FOLDER","BANK CHEQUE BOOK, PHOTOCOPIES OF DOCUMENTS OF MITHLESH CHOUPAL","1","NEW DELHI (Yellow & Airport Line)","09/12/2023","16:30:00"
"WATCH","BLACK MEN WATCH","1","RAJIV CHOWK","09/12/2023","21:16:00"
"POLY BAG","2 JEANS & COAT","1","RAJIV CHOWK","09/12/2023","21:30:00"
"BAG","MULTICOLOR BAG WITH SHOES & CLOTHES","1","SAMAYPUR BADLI","09/12/2023","23:45:00"
"CARD HOLDER","CARD HOLDER WITH AADHAR BANK CARD PAN CARD METRO CARD OF HIMANSHU SHARMA","1","NOIDA SECTOR-16","09/12/2023","21:15:00"
"POLY BAG","LADIES SWEATER , JACKET & CHAPPAL 1 PAIR","1","LAL QUILA","09/12/2023","20:30:00"
"PURSE","BROWN LADY PURSE WITH METRO CARD ,TORCH,CASH,PLASTIC SCALE,MIVI EARBUDS CASE ONLY ,FASTRACK WATCH","1","NEW DELHI (Yellow & Airport Line)","08/12/2023","21:00:00"
"PASSPORT","PASSPORT WITH DL ,PAN CARD OF RAMESH JEEVAN KUMAR","3","NEW DELHI (Yellow & Airport Line)","08/12/2023","07:10:00"
"MOBILE","FOLDABLE BLACK SAMSUNG MOBILE","1","MANSAROVAR PARK","08/12/2023","07:00:00"
"SAREE","PINK SAREE","1","LAL QUILA","08/12/2023","08:00:00"
"PAPER BAG","LADY SUIT","1","SHASTRI NAGAR","08/12/2023","10:45:00"
"POLY BAG","BLACK JEANS,BLACK BRA,BLACK T SHIRT","1","SAROJINI NAGAR","08/12/2023","16:15:00"
"BLACK BAG","PASSBOOK,CHEQUE BOOK KEYS OF JAGJEET SINGH","1","MALVIYA NAGAR","08/12/2023","20:00:00"
"TRIPOD","BLACK TRIPOD","1","VAISHALI","08/12/2023","13:20:00"
"BLUE BAG","DEODORANT, WATER BOTTLE, OLD CLOTHES","1","NEW DELHI (Yellow & Airport Line)","08/12/2023","20:55:00"
"JUTE BAG","GLASS LUNCH BOX","1","NEW DELHI (Yellow & Airport Line)","08/12/2023","20:55:00"
"WHITE POLYBAG","GREY LOWER, MULTICOLOR SWEATER","1","NEW DELHI (Yellow & Airport Line)","08/12/2023","20:55:00"
"MULTICOLOR BAG","BAG WITH PURSE , BANK CARD & AADHAR CARD OF YOGESH BAWARI","1","M.G. ROAD","08/12/2023","20:10:00"
"CHAIN","YELLOW & BLACK COLOR CHAIN","1","NEW DELHI (Yellow & Airport Line)","08/12/2023","15:50:00"
"EARBUDS","WHITE EARBUDS WITH CASE","1","VAISHALI","08/12/2023","21:25:00"
"EARBUDS","BLACK WINGS EARBUDS WITH CASE","1","NAJAFGARH","08/12/2023","20:30:00"
"STAND","KEYBOARD STAND","1","IFFCO CHOWK","08/12/2023","21:45:00"
"BAG","GREEN LUNCH BAG WITH WATER BOTTLE","1","SHAHDARA","07/12/2023","08:30:00"
"PEN DRIVE","SANDISK PEN DRIVE","1","AIRPORT (T-3)","07/12/2023","21:30:00"
"POLY BAG","MALE SWEATER ,PARTY POOPER","2","KAROL BAGH","07/12/2023","22:00:00"
"EARBUDS","WHITE BLAUPUNKT EARBUDS WITH CASE","1","AIRPORT (T-3)","07/12/2023","21:30:00"
"SLEEPING BAG","GREY SLEEPING BAG","1","AIRPORT (T-3)","07/12/2023","21:20:00"
"SHOES","BLACK NIKE SHOES","1","JAMA MASJID","07/12/2023","08:00:00"
"POLY BAG","LADIES T SHIRT WOOLEN,WHITE HOODIE ,DOORMAT,WAIST BAG WITH CHAIN & COIN","1","SAROJINI NAGAR","07/12/2023","09:40:00"
"FLASK","BLACK BOROSIL FLASK 500 ML","1","OKHLA BIRD SANCTUARY","07/12/2023","20:20:00"
"BAG","BLACK BAG WITH GREEN SHOES ,CLOTHS BOAT BLACK EARBUDS","1","CHHATARPUR","07/12/2023","21:10:00"
"BOTTLE","STEEL BOTTLE","1","MODEL TOWN","07/12/2023","13:30:00"
"YELLOW POLY BAG","BROWN BLACK SHAWL","1","DWARKA MOR","07/12/2023","20:10:00"
"BAG","BLACK BAG WITH MOBILE CHARGER SONY POWER BANK BLACK","1","DWARKA MOR","07/12/2023","20:10:00"
"LUNCH BAG","LUNCH BAG WITH 3 GLASS CONTAINER & 2 PLASTIC CONTAINER","1","DWARKA MOR","07/12/2023","10:15:00"
"PURSE","LADIES PURSE WITH VOTER ID PAN CARD AADHAR CASH OF SRISHTY KHANNA","1","RAJOURI GARDEN","07/12/2023","13:00:00"
"WATCH","MALE WATCH BURN WITH BROWN STRAP","1","MILLENNIUM CITY CENTRE GURUGRAM","07/12/2023","21:00:00"
"STOLE","MAROON WOOLEN STOLE","1","SAMAYPUR BADLI","07/12/2023","22:10:00"
"BLAZER","BLAZER COVER WITH LIGHT BLUE BLAZER","1","DWARKA SECTOR - 10","07/12/2023","10:10:00"
"ELECTRIC KETTLE","ELECTRIC KETTLE","1","CHANDNI CHOWK","07/12/2023","20:31:00"
"BLACK BAG","LUNCH BOX ,MI MOBILE CHARGER, EARBUDS EMPTY CASE","1","JANAKPURI EAST","06/12/2023","00:10:00"
"TIFFIN BAG","BLUE TIFFIN BAG WITH 2 GLASS BOX","1","DWARKA SECTOR - 21","06/12/2023","14:10:00"
"POLY BAG","POLY BAG WITH LADY CLOTHS ,PLASTIC BANGLES 2 PRINTED MITHLESH & SUSHMA","1","NEW DELHI (Yellow & Airport Line)","06/12/2023","15:30:00"
"MOBILE","BLUE REALME MOBILE","1","KALKAJI MANDIR","06/12/2023","18:40:00"
"BAG","BLACK GREEN BAG WITH SLIPPERS 2 PAIRS ,SPEED BALL BAT-2,TOYS ,HELMET,CLOTHS","1","MALVIYA NAGAR","06/12/2023","12:00:00"
"JUTE BAG","BROWN JUTE BAG WITH BLUE LUNCH BOX OF 3 STEEL CONTAINERS","1","DWARKA SECTOR - 8","06/12/2023","10:10:00"
"WATCH","DEVISE MAKE WATCH WITH BLACK STRAP","1","NANGLOI RAILWAY STATION","06/12/2023","13:50:00"
"SKIRT","GOLDEN COLOR SKIRT","1","GREATER KAILASH","06/12/2023","10:00:00"
"BAG","BLUE WHITE COLOR BAG WITH OLD CLOTHS ,BELT,ID CARD OF DIPANSHU","1","IFFCO CHOWK","06/12/2023","13:25:00"
"GOLD COLOR EARRING","GOLD COLOR EARRING","1","SHANKAR VIHAR","06/12/2023","20:00:00"
"BAG","BLACK QUECHUA BAG WITH REDMI BLACK MOBILE ,PEN DRIVE-2 SPECTACLES ,DIGITAL SIGNATURE","1","TERMINAL 1-IGI AIRPORT","06/12/2023","22:00:00"
"BAG","BLACK SLING BAG WITH CASH","1","SAROJINI NAGAR","06/12/2023","21:55:00"
"MOUSE,EARBUDS","BLACK DELL MOUSE,BLACK JBL EARBUDS","2","BARAKHAMBA ROAD","06/12/2023","21:30:00"
"PASSBOOK","OF KRISHNA CHAITANYA","1","SHIVAJI STADIUM","06/12/2023","21:55:00"
"SLING BAG","KID CLOTH","","MILLENNIUM CITY CENTRE GURUGRAM","05/12/2023","14:50:00"
"POLY BAG","TOP JEANS SWEATER","","SAROJINI NAGAR","05/12/2023","00:50:00"
